title,brand,description,categories,manufacturer,department,top_review,features
PrelerDIY Black Sweet Cherry Lunch Box Insulated Meal Bag Lunch Bag Reusable Snack Bag Food Container For Boys Girls Men Women School Work Travel Picnic,PrelerDIY,"Feature: - This lightweight, durable and compact insulated lunch bag, with beautiful shape and artful design, a fashionable way to carry daily lunch, sandwich, salad, fruit, snacks, drinks for travel, picnic, work, office and school. - Multifunctional, smooth zipper closure and opens, soft and gentle top handle, convenient front pouch, easy to clean. - It is the perfectly modern, money-saving alternative to the traditional brown paper sack or picnic basket. Specification: Material: polyester Lining: aluminum foil Lunch Size: 22*20*12cm (8.5*8*5 inches) Front Pouch Size: 8*5cm (3.*2 inches ) Color: custom patterns Open the way: zipper Structure: main pocket, front pouch Style: portable snack bag / lunch bag Note: - Please allow 1-3cm (0.39-1.18 inches) size inaccuracy due to hand measurement, thanks. - The actual color may slightly vary from the picture owing to lighting effects and monitor settings, please understanding. - Should you have any question, please feel free to contact us, 24h online service give you the most satisfactory reply.","[""Home & Kitchen"",""Kitchen & Dining"",""Storage & Organization"",""Travel & To-Go Food Containers"",""Lunch Bags""]",PrelerDIY,,It’s cute and perfect for lunch or keeping something cold for a short time. It also is perfect for a project bag. Love the cherries!,"[""Portable insulated lunch bag for daily lunch or snack time, 22*20*12cm (8.5*8*5 inches), keeps your food fresh and safe for longer than plastic lunch boxes or paper lunch bags, enough room for lunch, sandwich, salad, fruit, snacks, drinks etc."",""Variety cute pattern lunch box, comfortable carry handle and convenient front pouch for small stuff, with easy-open zipper ensures your bag can be open and close smoothly, neat stitching make the lunch tote sturdy."",""Made of superior eco-friendly polyester and aluminum foil material, durable and reusable, this lunch bag can keep your food insulated for 2 to 5 hours. Good insulation and frozen with ice pack will taste better and fresh longer. The small size can easily fit into backpack, handbag, or briefcase etc."",""Waterproof, moisture proof, breathable and wear resistant. A perfect front pouch for putting your utensils, napkins, keys, small change, cards and other small stuffs. Easy to clean, machine washable, durable and long last, you will certainly find great use in this versatile lunch bag."",""Black Sweet Cherry Tropical Fruit Theme. Funny, cute, vivid, creative patterns, can be as a lunch bag, picnic bag, snack bag, tote bag, messenger bag, shopping bag, etc. Suitable for all age groups, ideal bag for shopping trips, lazy days out, school, office, gym etc.""]"
"LIMICAR Trailer Lights, Upgrade IP68 Halo Glow Trailer Light Kit, Brake Stop Turn Tail License Plate LED Trailer Lights with 25ft Trailer Wiring Harness Kit for Truck Marine RV Boat Camper",LIMICAR,"LIMICAR is one of the largest manufacturers in the automotive parts aftermarket. LIMICAR is engineered from high-quality materials for years of service. Easy to install. High quality tested to ensure long-lasting performance. LIMICAR is featured with advanced technology to meet OE specifications to offer a full range of auto products to cover a variety of applications and repair needs. Features: 1. Includes 2pcs combination stop / brake / reverse / tail / turn signal halo tail lights, 2pcs amber clearance lights, 25ft 4 pin wire harness, license plate bracket and mounting hardware, 4pcs reflective sticker. Provides you with great convenience to upgrade your trailer lights at once. 2. Premium plastic housing + protective lens, long lasting, dustproof, shockproof, waterproof, enable durable using for a long period. 3. The original screws have been removed from the lens. Not only make the item more nice-looking, but also enhances the waterproof feature and the resistance to corrosion. 4. Advanced LEDs emit much brighter light than halogen bulbs without dazzling, but more energy saving for long period use. They can aid backing your trailer up the road late at night or in harsh weather.   Speicification Voltage: DC 12V Waterproof Rate: IP68 Shape: Rectangular Light Color: Red / White Item Dimension: 8.07*2.95*2.83 Inch Unique halo glow pattern when lit 7-function: stop, turn, tail, rear clearance, rear reflex, side marker, and side reflex Compatible for most towing vehicles equipped with DC 12V power supply, such as RV, campers, trailers, trucks, UTEs, UTVs, engineering vehicles, loader, boats, flatbed, vans, caravans, For under and over 80"" Inch marine towing vehicle, etc.   Features Wire Connection Tips: Left Side: White Wire: Ground; White+Yellow: High Brightness, used as Brake Light; White+Brown: Low Brightness, used as Running Light/Left License Plate Lamp. Right Side: White Wire: Ground; White+Green, : High Brightness, used as Brake Light; White+Brown: Low Brightness, used as Running Light. Left Tail Light: 47 Diodes (35 Red diodes for front light+3 Red diodes for side light+9 White diodes for license Plate illumination). Right Tail Light: 38 Diodes (35 Red diodes for front light+3 Red diodes for side light). Waterproof Rate: IP68 Waterproof. Effectively protects the light from the invasion and corrosion of sand, dust, dirt, rain, snow, etc. There is a drain hole designed to pull out all the water. Please install the trailer taillights with the drain hole downwards. Package Included: 2 x Running/Stop/Tail/Turn Halo Tail Lights 2 x Amber Clearance Lights 25ft Wire Harness 4 X Reflective Sticker License Plate Bracket and Mounting Hardware LED Trailer Lights Kit with Trailer Marker Lights 40 LED Trailer Lights 40 LED Trailer Lights with Iron Net Protection 53 LED Camper RV Lights Trailer Marker Lights Cab Lights Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 794 4.3 out of 5 stars 986 4.2 out of 5 stars 351 4.7 out of 5 stars 382 4.5 out of 5 stars 576 4.4 out of 5 stars 507 Price $28.99$28.99 $31.99$31.99 $36.99$36.99 $30.89$30.89 $24.99$24.99 $40.99$40.99 Model Name LED Trailer Lights Kit Trailer Lights Trailer Lights RV Tail Lights LED Trailer Marker Lights Cab Lights LED Color Red/Amber/White Red/Amber/White Red/Amber/White Red Red/Amber Amber Voltage (V) 12 12 12 12 12 12 LED Trailer Lights Kit with Trailer Marker Lights LED Trailer Lights Kit with Trailer Marker Lights LED Trailer Lights Kit with Trailer Marker Lights 39 LED RV Tail Lights 16 LED Trailer Lights 50FT Trailer Wiring Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.4 out of 5 stars 1,091 4.4 out of 5 stars 174 4.4 out of 5 stars 60 4.5 out of 5 stars 140 4.3 out of 5 stars 158 4.4 out of 5 stars 53 Price $43.99$43.99 $36.99$36.99 $33.99$33.99 $26.99$26.99 $20.99$20.99 $18.99$18.99 Model Name LED Trailer Lights Kit with Trailer Marker Lights LED Trailer Lights Kit with Trailer Marker Lights LED Trailer Lights Kit with Trailer Marker Lights RV Tail Lights LED Trailer Lights 50FT Trailer Wiring LED Color Red/Amber/White Red/Amber/White Red/Amber/White Red/White Red/White / Voltage (V) 12 12 12 12 12 12 12 LED Trailer Lights 24 LED Trailer Lights 24 LED Trailer Lights 10 LED Trailer Lights 10 LED Trailer Lights 24 LED Trailer Lights Add to Cart See Details Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.7 out of 5 stars 124 4.2 out of 5 stars 137 4.4 out of 5 stars 493 4.6 out of 5 stars 404 4.5 out of 5 stars 121 4.4 out of 5 stars 159 Price $25.99$25.99 — $17.99$17.99 $42.99$42.99 $27.99$27.99 $30.99$30.99 Model Name Trailer Lights Trailer Lights Trailer Lights Trailer Lights Trailer Lights Trailer Lights LED Color Red Red/White Red Red/White Red Red/White Voltage (V) 12 12 12 12 12 12","[""Automotive"",""Exterior Accessories"",""Trailer Accessories"",""Lighting""]",LIMICAR,Automotive,These are awesome easy install easy directions. Quality brightness all there. Super nice appearance great replacement at great value,"[""PREMIUM MATERIAL Boat Trailer Light includes 2pcs Rectangular combination stop / brake / reverse / tail / turn signal halo tail lights, 2pcs amber clearance lights, 25ft 4 pin wire harness, license plate bracket and mounting mounting screw, bolt and hardware, 4pcs reflective stickers. The tail lights are made of high quality ABS housing + PC lens, shockproof and dustproof, ensures long lasting durability."",""PRACTICAL FUNCTIONS Both of the LED trailer lights used as stop, turn, brake, tail, rear reflector, side reflector and side marker light. Besides, the left light has a license plate illuminator function. \""Halo-Glow\"" design gives a new look for your vehicle. Much brighter and lights faster with lower energy consumption, guarantees super visibility and durability."",""WATERPROOF RATE IP68. LED Boat Trailer Lights effectively protects the light from the invasion and corrosion of sand, dust, dirt, rain, snow, etc. Upgraded lampshade surface without screws, the LED trailer lights are completely welded together, the LED trailer lights are completely welded together. Featured great sealed and waterproof performance."",""18 AWG Color Coded Wires Wishbone Style Harness Trailer Wiring Harness Kit, 4 flat trailer wire is color-coded and bonded wire for easily installation. Designed to split at the trailer tongue and run down each side of the trailer, 4' trailer side ground wire is enough to use for your trailer. Gives you the extra length, no need to splice your new wiresjust need to extend current truck to trailer wires."",""UNIVERSAL FIT LED Boat Trailer Lights ideal for most vehicles with DC 12V power supply. Widely used for 80 Inch width tractor, such as camper, trailer, truck, dump truck, tractor, boat, bus, pickups, utility boat, lorry, van marine, caravan, snowmobile, etc.""]"
Fox Racing Women's COMP Boot,Fox Racing,"The Women's Comp Boot takes critical learnings from our Instinct motocross boot and simplifies them into a more affordable package. One lower Instinct-style buckle and two upper ActiveLock straps provide the perfect balance of support, flexibility, and ease of use. TPU plating covers the shin plate, calf guard, heel cap, and toe box. The side of the boot features rubber guards and broad surface area, for increased grip on the dirt bike.","[""Automotive"",""Motorcycle & Powersports"",""Protective Gear"",""Footwear"",""Women"",""Boots""]",Fox Racing,Automotive,Very nice boots and fit great! The only downside is you can’t bend your feet.. lol,"[""Built off of the championship-proven Instinct boot, the Comp offers instant step-in comfort"",""Internal lace system for a custom fit around the ankle"",""TPU shin plate, toe cap and calf guard gives the rider full coverage where you need it most"",""Instinct style lower buckle for a secure fit over the top of the foot"",""Patent-pending ActiveLock closure system allows shin to flex with the motion of the boot with fast, easy, and secure closure""]"
"TICONN Office Chair Caster Wheels Set of 5 for Tile, Hardwood Floors and Carpets, Universal Fit for Most Chairs (Black)",TICONN,"About this item [Universal & Premium] Designed for universal compatibility - offers a direct replacement solution for almost any rolling chair with standard stem. Made with quality and premium components - heavy-duty powder-coated carbon steel bracket, precision shielded ball bearings, wear resistant polyurethane casters. Please note that our design incorporated universal grip ring stem (7/16"" x 7/8"" or 11mm x22mm) which unfortunately does NOT fit IKEA chairs. [Quiet & Smooth] Designed to every detail, and built with tight tolerances. Aiming to achieve boundary and gap free rolling experience - achieves smooth, quiet, and non-scratch gliding experience on all flooring types without chair mat ever. The 3"" elastic polyurethane casters offers a greater surface contact, achieving enhanced comfortless and quietness without any sacrifice in maneuverability and durability. Our caster system supports up to 650 lbs. [Everywhere & Whenever] With the added rubbery touch, feel free to rock on any surfaces even during the quietest moment. Eliminates Desk Floor Mat, great for office sharing space, professional gaming environment, or even around your sleeping babies at home office. These rollerblade wheels are great alternatives for office chair wheels replacement parts while upgrading office accessories and home office supplies. [Invest & Protect] Extend your daily reach with minimal investment and efforts, protects all that surrounds you, not just the hardwood flooring but also who you care about. Simply revamp that squeaky, noisy poor chair with our system, obtaining total silence cruising around freely. [TICONN BRAND QUALITY COMMITMENT] – We stand behind the quality of our products. If for any reason you are not satisfied with your purchase, please contact us. We provide 30-day money back and 12-month warranty. 100% Satisfaction Guarantee for risk-free shopping!","[""Office Products"",""Office Furniture & Lighting"",""Furniture Accessories"",""Casters""]",TICONN,,"I had an old office chair that I picked up at a charity shop years ago. It did well on the lower-pile carpets at my old place, but the high-pile rugs in my new home practically made it immovable. I was rather nervous about getting a plastic glide mat for the chair because of the large number of accidents reported when the rolled mats suddenly exploded to full size when removed from the packaging.I'm disabled, and it can be really difficult to get up at times, and when the chair is immovable, it can be an issue. I was lucky enough to come upon these while poking around the Amazon site one evening, and I decided to give these wheels a try. I'm happy that I did! The wheels allow the chair to move a bit, although the movement is not always smooth, and I need to rock a bit to get the wheels out of the carpet grooves.That's really the only (very small) complaint that I have about them. The important thing is that I can move without too much effort, and I can push back my chair and get to my feet in an efficient manner. It also added about an inch of height to my chair, which always helps!I give it five stars because it actually does work a bit on high-pile carpeting. Just don't expect to be able to glide about the room as you could on a wood floor.Also, as a footnote, if you have trouble removing the old wheels (as I did). there are many videos online that will guide you through safely removing them.","[""[Universal & Premium] Designed for universal compatibility - offers a direct replacement solution for almost any rolling chair with standard stem. Made with quality and premium components - heavy-duty powder-coated carbon steel bracket, precision shielded ball bearings, wear resistant polyurethane casters. Please note that our design incorporated universal grip ring stem (7/16\"" x 7/8\"" or 11mm x22mm) which unfortunately does NOT fit IKEA chairs."",""[Quiet & Smooth] Designed to every detail, and built with tight tolerances. Aiming to achieve boundary and gap free rolling experience - achieves smooth, quiet, and non-scratch gliding experience on all flooring types without chair mat ever. The 3\"" elastic polyurethane casters offers a greater surface contact, achieving enhanced comfortless and quietness without any sacrifice in maneuverability and durability. Our caster system supports up to 650 lbs."",""[Everywhere & Whenever] With the added rubbery touch, feel free to rock on any surfaces even during the quietest moment. Eliminates Desk Floor Mat, great for office sharing space, professional gaming environment, or even around your sleeping babies at home office. These rollerblade wheels are great alternatives for office chair wheels replacement parts while upgrading office accessories and home office supplies."",""[Invest & Protect] Extend your daily reach with minimal investment and efforts, protects all that surrounds you, not just the hardwood flooring but also who you care about. Simply revamp that squeaky, noisy poor chair with our system, obtaining total silence cruising around freely."",""[TICONN BRAND QUALITY COMMITMENT] – We stand behind the quality of our products. If for any reason you are not satisfied with your purchase, please contact us. We provide 30-day money back and 12-month warranty. 100% Satisfaction Guarantee for risk-free shopping!""]"
"PUR Gum Sugar Free Chewing Gum with Xylitol, Aspartame Free + Gluten Free, Vegan & Keto Friendly - Natural Wintergreen Flavored Gum, 9 Pieces (Pack of 12)",PUR,"WintergreenThis sugar free gum has a refreshingly icy mint flavor. Keep your mouth feeling fresh with an intense burst of classic wintergreen flavor. Each blister pack contains 9 pieces. PUR Gum is also available in Peppermint, Bubblegum, Spearmint, Cinnamon, Pomegranate Mint, Coolmint, and Chocolate Mint flavors.Our StoryFounded in 2010, PUR was built on the founding principle of making simple substitutions to promote a healthier lifestyle, without compromising taste or quality! With a growing number of dietary restrictions and health-conscious consumers, PUR set out to create products that everyone could safely consume, enjoy and share!Naturally Sweetened with 100% XylitolPUR uses xylitol sustainably sourced from Birch and Maple trees grown in Finland. It looks and tastes just like sugar with 40% less calories than sugar while boosting oral health.Swiss-MadeAll our ingredients are sourced from Europe and made in Switzerland. PUR is a quality first brand.","[""Grocery & Gourmet Food"",""Snacks & Sweets"",""Candy & Chocolate"",""Chewing & Bubble Gum""]",‏  ‎ The PUR Company,‏  ‎ Face & Oral Care,"I like the simple ingredients and the flavor of most of these. The basic mint and cinnamon flavors are all good, as is the bubble gum. The chocolate mint was tasty at first but faded too quickly for me, and the pomegranate mint was...kinda gross. Idk, I just really didn't like that one. It's like a fruity sour mint flavor, not for me.The gum is fairly soft but the pieces are REALLY tiny. I don't want huge wads of gum in my mouth, but one piece chews down to be the size of a large green pea. It's small as heck, so I wound up chewing two pieces at a time. Not a huge deal breaker but it does make you go through the packs more quickly.This sample pack is a great way to try the different flavors of this gum in easy-to-carry packets. I like all the flavors, but my favorites were the chocolate mint, pomegranate mint, and bubblegum.While the flavor is bold and wonderful for the first minute or two, it goes away quickly after that. The mint gums continue to keep your mouth clean and fresh for a little while after, but if this company finds a way to increase the longevity of the flavor without compromising the integrity of the ingredients, that would be great.Good for you dental health.Good for keeping glucose levels in check.Good for after meals when you don’t have time or can’t brush.Taste good too!Flavor and sweetness last a long time!Easy to chew but flavor doesn't last long.I love this gum and the flavor. Like most gum the flavor just doesn’t last a super long time but I love the ingredients and it’s a healthier choice for our kid.Taste is significantly better than sugar free gum that uses artificial sweeteners. The consistency is a tad different than what I’m used to but it’s not unpleasant by any means.I love this brand. Flavors are really good and ingredients as well....I wish the flavor would last a little longer!Haven't had these in awhile and these were perfect for reminding me which flavors are good.I get everything about aspartame and that it is bad for you which is why I decided to try this product. The taste is perfectly fine but for about a minute then it's gone. I guess if you want to finish the whole pack in 9 minutes go for it but I wouldn't recommend buying this.Aspartame gives me headaches. Had to look for an alternative chewing gum as all chewing gum now, even the ones filled with sugar, have aspartame in it. This is the answer! Chewy, tasty, pleasant.I got these when they were on offer. It was the first time that i was trying them. Not great, flavor does not last long at all, and although I got them at a reasonable price i still don't think they were worth the price I paid. As soon as you chew it for a few seconds the flavor has gone. Not worth it, would not buy againThese are okay - bit of a 'mouthwash' taste to them. I prefer the cinnamon ones, they seem to be a bit chewier than these but if you're using these after meals to give your teeth a bit of a clean then you can't go far wrong!The information on the back of the packet is not as advertised. 67g of carbs is very HIGH! Being on keto is why l brought this product. I hate false advertising!","[""WINTERGREEN: This sugar free gum has a refreshingly icy mint flavor. Keep your mouth feeling fresh with an intense burst of classic wintergreen flavor."",""KICK ASPARTAME: PUR is dedicated to making simple substitutions to promote a healthy lifestyle."",""NATURALLY SWEET: Sweetened with 100% natural xylitol that is sourced from European birch and maple trees."",""PUR IS MADE FOR YOU: Make a healthier eating choice. Enjoy PUR's great tasting gum without any artificial sweeteners."",""PUR's PROMISE: We are Vegan, non GMO, Gluten Free, Soy Free, Nut and Peanut-Free, Keto-Friendly, Diabetic-Friendly, and Swiss made.""]"
"Swim Kickboard - Swim Float Board for Kids and Adults, Perfect for Beginner Swimming Training and Multiple Water Activities",SUOMMO,"The Kickboard - Durable and Safe Swimming Aid for Anyone"" Have you ever been in a situation where your children are playing in the pool, but don't know how to swim? Or are you someone who wants to learn how to swim, but doesn't know where to start? Don't worry, our Kickboard is the perfect solution! Made of high-quality EVA foam material, it is durable, non-absorbent, and non-deformable, providing a long-lasting swimming experience. It offers excellent buoyancy, allowing you to float easily in the water, and provides a safe and fun way for children to play in the pool. Designed specifically for beginners, the Cool Kickboard helps users to learn correct swimming postures and techniques quickly and confidently. Additionally, it's a versatile piece of exercise equipment that can be used for various water activities such as snorkeling, drifting, and water yoga. Its lightweight and portable design make it suitable for people of all ages to use, whether you're heading to the beach or using it in the pool. Multiple Use Scenarios: Home Swimming Pool: The swimming board is an excellent choice for playing in the home swimming pool. You can use it to help children learn to swim or for yourself to lazily float and relax. Public Swimming Pool: The swimming board is a great tool for exercise in the public swimming pool. It can effectively fix your arms, strengthen leg exercise, and help you focus on kicking techniques, allowing you to learn to swim faster. Beach: The swimming board is a great companion for a beach vacation. You can use it in the sea to help you float and swim, enjoying the beauty of the sun and waves. Gym: The swimming board is a good choice for water sports in the gym. You can use it for various exercises in the water, such as water stepping and water yoga. Travel: The swimming board is lightweight and easy to carry. You can take it with you to the swimming pool or beach on your travels, and enjoy the fun in the water.","[""Sports & Outdoors"",""Sports"",""Water Sports"",""Swimming"",""Training Equipment"",""Kickboards""]",SUOMMO,Sports & Outdoors,"First what I liked about this kickboard: It's light, fits easily in my swim bag, and can assist a person struggling to swim.What I didn't like was that I got the ""A"" shape and not the ""U"" shape that I needed. I had supposed that I was a better swimmer than I was, and found that I needed the handles to be on the front of the kickboard, and not the back to support me while trying to swim. It's evident by the indexing on the handholds which direction you're suppose grip the board, but there is no reason you can't hold on the opposite edge. I needed more floating support than the ""A"" shape provided and flipping it the opposite way wasn't supportive enough. The ""U"" shape would have been better for me, a less experienced swimmer.","[""1.Durable and Safe Our swim board is made of high-quality EVA foam material that is durable, water-resistant, and does not deform, providing you with a longer-lasting swimming experience. The swim board provides excellent buoyancy, making it easy for you to float, and children can safely play in the pool using the board."",""2.Beginner-Friendly Our kickboard is specially designed for beginners, whether it's children playing in a small pool, learning to swim, or adults who enjoy water sports. Using a float board for training can help you quickly master the correct swimming posture and technique, allowing you to confidently swim in the pool."",""3.Multifunctional Design This swim board is not just a kickboard; it can also be used for a variety of water activities, such as snorkeling, drifting, and water fitness. Just bring it to the beach or pool and enjoy a variety of water activities."",""4.Effective Training Aid Our swim board is the ideal training aid for swimming. Using the board can help fix your arms, strengthen your leg muscles, and improve your swimming skills and speed. Whether you are a beginner or a professional swimmer, using our swim board will give you a better swimming experience."",""5.Size and Weight The swim board is lightweight and easy to carry, suitable for people of all ages. The swim board measures Length Width Thickness . Whether you are going to the beach or using it in the pool, this swim board is your ideal choice.""]"
A-Premium Electric Fuel Pump Compatible with Chevrolet Cobalt 2007-2010 & Pontiac G5 2007-2010 & Saturn Ion 2007 L4 2.2L,A-Premium,"Compatible with following Chevrolet Models: 2007-2010 Cobalt L4 2.2L Petrol Coupe2007-2010 Cobalt L4 2.2L Petrol Sedan Compatible with following Pontiac Models: 2007-2010 G5 L4 2.2L Petrol Coupe 2007-2010 G5 L4 2.2L Petrol Sedan Compatible with following Saturn Models: 2007-2007 Ion L4 2.2L Petrol Coupe2007-2007 Ion L4 2.2L Petrol Sedan Note: With PZEV Specification, Partial Zero Emissions Vehicle Inlet Type: Strainer Pressure Sensor Inclued: No Sending Unit Inclued: No Sealing Ring: Yes Voltage: 12V","[""Automotive"",""Replacement Parts"",""Fuel System"",""Fuel Pumps & Accessories"",""Electric Fuel Pumps""]",PremiumpartsWhosale,,"I’ve been hesitant to write a review because I didn’t want to jinx it, but I also don’t want anyone else to miss out on what has turned out to be a great deal so far. 09 Cobalt with California emissions  here. 30-100 miles daily for 3 months so far. It’s been long enough that the pain of the replacement job is starting to fade. Be careful not to crimp your lines on tank removal. You’ll need strong small hands to open the housing inside the tank that this goes into and careful hands so you don’t damage the sending unit.This part runs just as well as the original this far. Incredibly pleased. Given the unlikelihood of finding an alternative and the insane pricing of alternatives, this saved me from possibly junking a paid for car that was good otherwise. Again… incredibly pleased!","[""[Vehicle Fitment] Compatible with Chevrolet Cobalt, Pontiac G5 2007-2010 L4 2.2L---with PZEV Spec., Partial Zero Emissions Vehicle; Compatible with Saturn Ion 2007 L4 2.2L---with PZEV Spec., Partial Zero Emissions Vehicle"",""[Reference Number] E3784, EP1023, FE0673, P76827, SP1296"",""[Package Contents] 1 x Fuel Pump, Packaging Type Box"",""[Function] Stronger suction to ensure the fuel feeding of the car more stable"",""[Customer Support] 1 Year Unlimited-mileage Quality Guarantee; With being sturdy and brand-new, this fuel pump is the ideal replacement featured with its stable performance on contributing to smooth acceleration and economical fuel consumption. Please get in touch with us at any time if you need any help""]"
CLUCI Briefcase for Women Oil Wax Leather 15.6 Inch Laptop Slim Business Large Capacity Ladies Shoulder Bags,CLUCI,Previous page Next page LARGE CAPACITY FOR BRIEFCASE   PRODUCT DETAILS             More Style to Choose Messenger Bag Classic Briefcase Flap Leather Briefcase Slim Leather Briefcase Laptop Tote Bag Slim Leather Briefcase Classic Leather Briefcase Material Vegan Leather Genuine Leather Vegan Leather Vegan Leather Vegan Leather Vegan Leather Genuine Leather Fit 13-15.6inch laptop 13-15.6inch laptop 13-15.6inch laptop 13-15.6inch laptop 13-15.6inch laptop 13-15.6inch laptop 13-15.6inch laptop Size (L)15.75 x (W)4.72 x (H)11.81 (L)15.55 x (W)4.92 x (H)12.2 (L)17.71x (W)4.33 x (H)12.2 (L)13.78 x (W)4.92 x (H)11.8 (L)16.9x(W)5.5x(H)12.2 (L)17x(W)5.9x(H)12.5 (L)15.55 x(W)4.92 x(H)12.2 Extra Long Strap √ √ √ √ √ √ √ Color 4 8 2 9 3 3 3,"[""Electronics"",""Computers & Accessories"",""Laptop Accessories""]",CLUCI,Womens,"This bag is exactly as described.  It has the three things that I look for.  It's very beautiful, stylish and has tons of space.  It seems to be constructed well and should hold up to the daily abuse that I will put it through.","[""Leather,Polyester,Pu Leather"",""Imported"",""Polyester lining"",""No Closure closure"",""High-quality Material The womens briefcase is crafted from top-quality PU leather, gun-tone hardware and soft polyester lining, equipped with double U zippers for convenience and five bottom metal rivets to ensure the bag stand up and anti-scratch."",""Large Capacity but Looks SlimThe CLUCI leather briefcase for women has 1 zipper closure compartments including 1 padded laptop compartment for 15.6\"" or under laptop, 2 open slot pockets, and 2 pen loops, 1 front buckle pocket and 2 back zipper pocket for your valuables. Large enough to keep laptop, wallets, umbrella, iPad, mobile phones, pens etc. The briefcase keeps slim shape even though with a large capacity and looks elegant when carrying."",""Approximate Dimension The laptop bag is 17.32*12.6*5.0 in, handle drop is 6.30 \"", long strap is 19.68 \""- 22.44 \"" (adjustable). Net weight is about 2.91lb/1.32kg. Awesome gift choice for girls and wife on Birthday, Valentine's Day, Mother's Day, Christmas, Graduation."",""Convertible Carrying Ways Come with removable long strap, it can be worn as a laptop bag for women, shoulder bag or cross-body briefcase bag for business, traveling or daily use."",""After-Sale Service We are committed to providing customers with the best customer service and top quality goods, if you are not satisfied with our product or service for any reason, please feel free to contact us by email.""]"
Pawcomon Dog Onesies After Surgery Recovery Suits for Small Medium Large Female Male Neuter Dogs Pet Onesie Collars & Cones Preven Anxiety Bodysuit Anti-Licking Wounds Shirt Longs Sleeve,Pawcomon,"About this item 【Recovery Suit Size】Pawcomon dog surgery suit is available in 6 sizes (XS-XL), The dog onesie suitable for most small, medium and large dogs, such as: Bulldog, Rottweiler, Poodle, Beagle, French Bulldog, Golden retriever, Labrador, etc. Please note that proper healing of dog wounds after surgery requires a snug-fitting recovery suit. 【Breathable & Elastic Material】This recovery suit for dogs after surgery is made of 95%cotton & 5%Spandex, super soft for wearing, while the fabric is breathable and stretchy enough to give your pet a flexible fit. The dog surgical shirt is machine washable and reusable. 【Prevent Licking & Scratching】The dog recovery suit is designed to protect pet's wounds, spots, incision, bandages, hotspots and skin herpes when your pet is spayed or neutered or has an allergy flare up. Wear on this suit will increases your pet mobility, reduce stress, help them recovery more quickly. Also can be used as dog spay suit, dog neuter suit, dog home clothes. 【Substitute to E-collar/Bandage】Your pet needs a comfortable recovery! Wearing this dog bodysuit on, helps protect the problem area instead of covering the pet’s entire head, perfect alternative to the cone of shame, pet can play and eat with no limit. Pets will accept the dog post surgery suit much more gracefully than they do an e-collar. 【Easy to Wear & Take Off】Our Male Female dog surgical suits design of button, very easy to wear & take off. And for male dogs, we designed a circle on the suit bottom that can cut, convenient to physiological needs. If your dog is scheduled for surgery next month, it's advisable to purchase a onesie in advance and gradually acclimate your dog to wearing it.","[""Pet Supplies"",""Dogs"",""Health Supplies"",""Recovery Collars & Cones""]",Pawcomon,,"Since no measurements matched my dog's, I got a med and small. The small fit her perfectly. She measures Back 15"", Neck 11"", Chest 16.5"". She is a little Westie weighing 10 lbs at 6 months old",null
Magpul Bipod for Hunting and Shooting,Magpul,About this item Mil-spec hard anodized 6061 T-6 aluminum Stainless steel internals Spring-tensioned legs stow neatly forward and snap down Leg extensions slide and lock securely with the push of a button Staggered soft rubber feet hold fast on a variety of shooting surfaces,"[""Sports & Outdoors"",""Hunting & Fishing"",""Shooting"",""Gun Accessories, Maintenance & Storage"",""Gun Parts & Accessories"",""Monopods & Bipods""]",Magpul,,"This bipod is almost as good as a Harris and if counting a Picatinny to swivel stud adapter its 5 -6oz lighter than my Harris S 6-9"" which is the main reason I bought it.The good.Its lightweight and 5-6oz on the end of your gun makes a difference, the legs deploy quickly and easily, the pan and tilt are adjusted on one large knurled nut, there is plenty of range of motion both pan and tilt, you can easily use the bipod legs panned to the side on walls/barricades, the legs adjust height easily, and the bipod takes a heavy forward load with no impression that you are straining it.The not so good.The legs are a little difficult to deploy in a smooth one handed operation, they open at an angle so you need to flatten out your hand and push and one of them likes to bind, I am sure practice will make it easier to do but its something I noticed.  Folding the legs back up is also tricky using your left hand its super easy to fold the left leg but you have to contort your wrist to push the button on the right side to fold the leg.  Again I am sure practice will make it easier but its something I noticed.The pan and tilt are a single adjustment that is in a sort of inconvenient place if you are used to the Harris system with a lever add on this is certainly an adjustment you will have to make. Maybe someone will make a lever that can be added to nut for this bipod.Also it seems no matter how tight you get that nut it won't lock out either adjustment and it seems to loosen once you start using it.  So if you love the fact that you can set and lock your Harris that might be a deal breaker for you.  Its not for me, with the nut very tight you can set the tilt and it will stay put, just not locked as solid as a Harris would be.There is a slight rattle to the bipod the fit between the polymer outer shell of the bipod and the metal inner legs is a tiny bit loose and it does make a very small amount of noise.  Its nothing major, its not loud but it is there.Overall this bipod is good, it has good features, seems very well made, is strong, lightweight and durable.  Its just not quite as good as a Harris for precision shooting since you cant easily lock the tilt/pan.I would recommend it but just know the limitations of the product.","[""Mil-spec hard anodized 6061 T-6 aluminum"",""Stainless steel internals"",""Spring-tensioned legs stow neatly forward and snap down"",""Leg extensions slide and lock securely with the push of a button"",""Staggered soft rubber feet hold fast on a variety of shooting surfaces""]"
